Date_target,Oil_GRU_z_used,NewEnergy_MeanPred,NewEnergy_Sigma,CI_low,CI_high,ConfLevel,RiskLevel
2024-06-04,46.93981422771637,-0.1026704580524822,0.97843887605078,-2.020410655112011,1.8150697390070465,0.95,MEDIUM
2024-06-05,47.67296037343655,0.09023342949212149,1.0543715843694843,-1.9763348758720678,2.1568017348563107,0.95,HIGH
2024-06-06,46.22142637145647,0.07371203438685031,0.9729784220241113,-1.833325672780408,1.9807497415541084,0.95,LOW
2024-06-07,44.46576092424735,0.03040294425623663,0.9905621956161986,-1.9110989591515126,1.9719048476639858,0.95,MEDIUM
2024-06-10,44.73214194124222,-0.01285947768063761,0.9970971892667531,-1.9671699686434736,1.9414510132821983,0.95,MEDIUM
2024-06-11,41.65377171372139,-0.02220709469947324,0.9629174898987013,-1.9095253749009278,1.8651111855019813,0.95,LOW
2024-06-12,42.09050110402574,-0.08367546844503237,1.0295231672148728,-2.101540876186183,1.9341899392961182,0.95,HIGH
2024-06-13,41.905442072377,-0.08237111006043746,0.9648900901467086,-1.9735556867479862,1.8088134666271114,0.95,LOW
2024-06-14,42.84457069872273,-0.11407940913943604,0.9620510813505215,-1.9996995285864583,1.771540710307586,0.95,LOW
2024-06-17,42.48237292975682,-0.08523203170937521,0.980982805983519,-2.0079583314370724,1.8374942680183217,0.95,MEDIUM
2024-06-18,39.9400747130994,-0.12031849699240582,0.9692222867047477,-2.0199941789337115,1.7793571849488998,0.95,LOW
2024-08-02,39.11772628939631,-0.1686096780059505,1.0216316676709003,-2.1710077466409152,1.8337883906290142,0.95,HIGH
2024-08-05,44.28962667786107,-0.1989622418097039,0.9782392134823062,-2.1163111002350243,1.7183866166156163,0.95,LOW
2024-08-06,39.84194690422595,0.06651558482209341,1.081733143856759,-2.0536813771371545,2.186712546781341,0.95,HIGH
2024-08-07,36.77556747077636,-0.05715405317417266,1.0508197053905037,-2.11676067573956,2.0024525693912145,0.95,HIGH
2024-08-08,32.611066015401704,-0.1167343842941605,1.0105546406633117,-2.097421479994251,1.8639527114059304,0.95,HIGH
2024-08-09,31.75599409062106,-0.20236396073976703,1.0304341467824294,-2.2220148884333284,1.8172869669537945,0.95,HIGH
2024-08-12,31.956869963111327,-0.24525295028660876,0.9562367519855681,-2.1194769841783225,1.6289710836051048,0.95,LOW
2024-08-13,29.972230755628388,-0.27076951552115913,0.9452038804314468,-2.1233691211667947,1.5818300901244764,0.95,LOW
2024-08-14,32.491110489348515,-0.33170392238489643,0.9859698407692302,-2.2642048102925876,1.600796965522795,0.95,MEDIUM
2024-08-15,35.4513677605904,-0.22747829024486899,0.9955983586696371,-2.178851073237358,1.7238944927476196,0.95,MEDIUM
2024-08-16,35.18303253309171,-0.12377845290990352,1.003255167169276,-2.0901585805616847,1.8426016747418774,0.95,MEDIUM
2024-08-19,37.469119395911335,-0.1829241062051934,0.9478263235151546,-2.040663700294896,1.6748154878845096,0.95,LOW
2024-08-20,40.62325739527205,-0.09117922171273218,0.9912158835192293,-2.0339623534104216,1.851603909984957,0.95,MEDIUM
2024-08-21,41.71261896067468,0.02530307567034662,1.0082206073293785,-1.9508093146952352,2.0014154660359282,0.95,HIGH
2024-08-22,43.459750091125436,0.025859691190009304,0.9637097355859925,-1.863011390558536,1.9147307729385545,0.95,LOW
2024-08-23,42.02351951539101,0.07933439991231228,0.9789014691583866,-1.8393124796381253,1.99798127946275,0.95,MEDIUM
2024-08-26,39.985173321209786,0.013375095624864164,0.9735011348101011,-1.894687128602934,1.9214373198526624,0.95,LOW
2024-08-27,37.626961064090345,-0.04319311311592944,0.9867235749098056,-1.9771713199391483,1.8907850937072892,0.95,MEDIUM
2024-08-28,40.32386463549696,-0.10574032409338563,0.9927964507184777,-2.0516213675016015,1.8401407193148305,0.95,MEDIUM
2024-08-29,42.09412240136038,0.006872671327197821,0.9978530982659303,-1.9489194012740254,1.962664743928421,0.95,MEDIUM
2024-08-30,39.99968449072342,0.04455415492814807,0.9777554741835535,-1.8718465744716166,1.9609548843279128,0.95,LOW
2024-10-01,42.94000228105801,-0.02945493623855322,0.9851400291077123,-1.9603293932896693,1.9014195208125628,0.95,MEDIUM
2024-10-02,44.3264952612098,0.09639689148710051,1.0012062799082644,-1.8659674171330976,2.0587612001072984,0.95,MEDIUM
2024-10-03,41.50066910778976,0.11065021716691237,0.9687118914645129,-1.7880250901035328,2.0093255244373576,0.95,LOW
2024-10-04,35.907890283119706,0.028840947626991964,0.9986973992315026,-1.9286059548667531,1.986287850120737,0.95,MEDIUM
2024-10-07,34.025658132187594,-0.08079873443179686,1.0523468472031758,-2.1433985549500214,1.9818010860864277,0.95,HIGH
2024-10-08,30.629609958821618,-0.13950415470226052,0.9705620388600894,-2.041805750868036,1.7627974414635146,0.95,LOW
2024-10-09,34.74549491762358,-0.2272738033902022,0.9998874908694765,-2.1870532854943763,1.7325056787139717,0.95,MEDIUM
2024-10-10,34.68216159546709,-0.04959657681993801,1.0097580050633232,-2.028722266744052,1.9295291131041756,0.95,HIGH
2024-10-11,30.99639054080314,-0.12362347763859416,0.9344487680248293,-1.9551430629672595,1.7078961076900714,0.95,LOW
2024-10-16,31.515897592024512,-0.21455174343066818,1.0044878440624292,-2.1833479177930295,1.754244430931693,0.95,HIGH
2024-10-17,38.064564176556196,-0.22236884616286479,0.9439738070139921,-2.0725575079102896,1.6278198155845598,0.95,LOW
2024-10-18,37.16794734103586,0.07176336003818173,1.0598381369185046,-2.0055193883220874,2.149046108398451,0.95,HIGH
2024-10-21,39.24774652510459,-0.03280653552938573,0.9473416812812729,-1.8895962308406808,1.8239831597819092,0.95,LOW
2024-10-22,37.63706725162902,0.04076912346595796,0.9707367382190639,-1.8618748834434073,1.9434131303753233,0.95,LOW
2024-10-23,35.42353185232648,-0.04097402960974339,0.964109680953755,-1.9306290042791032,1.8486809450596164,0.95,LOW
2024-10-24,36.03192845454862,-0.10916785898567638,0.9765660765888295,-2.0232373690997822,1.8049016511284295,0.95,LOW
2024-10-25,36.91885299490726,-0.11333724785455612,0.9485419007190736,-1.9724793732639405,1.745804877554828,0.95,LOW
2024-10-28,35.31209625863409,-0.1095187386757871,0.9568444593584503,-1.9849338790183495,1.7658964016667755,0.95,LOW
2024-10-29,39.84455265865548,-0.1746281191359106,0.9730108519249033,-2.081729388908721,1.7324731506369,0.95,LOW
2024-10-30,41.053179606261246,0.02831711689159966,1.0277073735080775,-1.9859893351842322,2.0426235689674312,0.95,HIGH
