sample_index,raw_feature_0,scaled_feature_0
590,-0.0025977091748669023,-0.33345765932380095
591,-0.002604475050236754,-0.3342577495864366
592,-0.00261127584585219,-0.33506196929972476
593,-0.0026181126679388766,-0.3358704492790197
594,-0.0026249849660728852,-0.3366831244346175
595,-0.0026318938566844974,-0.3375001267886066
596,-0.009595777917716153,-1.161005663438333
597,-0.009688748789493218,-1.1719998194272285
598,-0.009783539255553642,-1.1832091492980654
599,-0.00988020260559841,-1.1946399547588307
600,-0.00997879512317501,-1.206298891551144
601,-0.01007937492220723,-1.2181928318655206
602,-0.010182003372140702,-1.2303290328702043
603,0.00462903442844298,0.5211320089010947
604,0.004607704978438987,0.5186097210487924
605,0.004586571633474978,0.5161106233565756
606,0.004565630817719324,0.5136342929688769
607,0.004544880791853556,0.5111805242047321
608,0.004524318084563106,0.5087489065681104
609,0.004503941042584669,0.506339244554395
610,-0.008874081517000865,-1.0756623440262671
611,-0.008953535704750326,-1.0850581011853826
612,-0.00903442598024784,-1.094623681133228
613,-0.009116790953292764,-1.1043636496240952
614,-0.00920067155246651,-1.1142828466169932
615,-0.009286109772501994,-1.124386238147365
616,-0.009373150101336991,-1.1346790850815247
617,0.00481391726702296,0.5429951013747474
618,0.00479085425858794,0.5402678137043055
619,0.004768011640995162,0.5375665880815977
620,0.004745385587273887,0.5348909719529106
621,0.00472297325804627,0.5322406295511123
622,0.004700771412367688,0.5296151776222865
623,0.004678777774494325,0.5270143470511496
624,0.012076053507194207,1.4017700823010795
625,0.011931962267584861,1.3847307501466266
626,0.011791269506879365,1.368093300931203
627,0.011653855752902897,1.3518436066198536
628,0.011519607904058704,1.335968292522489
629,0.011388417584378363,1.3204545427723813
630,0.011260182140109043,1.3052902181763628
631,0.004649372097843996,0.5235370149591374
632,0.004627855682060034,0.5209926176986918
633,0.004606537086890183,0.518471613471438
634,0.0045854144107353445,0.5159737774061155
635,0.004564484154869097,0.5134986957651388
636,0.004543744508567871,0.511046154423621
637,0.004523192076820282,0.5086157519086705
638,0.0015487424212003997,0.15687586962149033
639,0.0015463473267349759,0.1565926406739964
640,0.001543960028724367,0.15631033368666872
641,0.0015415798909914624,0.15602887342916616
642,0.0015392070803084135,0.1557482796229242
643,0.0015368413636733802,0.15546852471459713
644,0.0015344833054777851,0.1551896754455978
645,0.001418640913604774,0.14149087600406324
646,0.0014166312225927236,0.14125322246749164
647,0.0014146272175084018,0.14101624131330387
648,0.0014126290720226642,0.14077995307873312
649,0.001410636168592605,0.1405442847370033
650,0.0014086490772555749,0.1403093036971796
651,0.0014066675762722802,0.1400749837377548
652,-0.006040174237954776,-0.7405421274641483
653,-0.006076879452011186,-0.7448826573659182
